정류장 번호,권종,거래건수
4504,청소년,4428
4504,청소년,1122
4504,청소년,1403
4504,어린이,949
4505,어린이,77
4505,어린이,3
4505,일반,18111
4505,일반,6202
4505,일반,354
4505,청소년,3260
4505,청소년,345
4505,청소년,27
4505,어린이,950
4506,어린이,21
4506,어린이,3
4506,일반,32832
4506,일반,2209
4506,일반,262
4506,청소년,5845
4506,청소년,183
4506,청소년,60
4506,일반,80
4507,일반,39
4507,일반,5
4507,일반,10
4507,일반,3
4507,일반,98
4507,일반,76
4507,일반,2
4507,청소년,4
4507,청소년,3
4508,어린이,2
4508,어린이,1
4508,일반,273
4508,일반,131
4508,일반,13
4508,청소년,16
4508,일반,98
4509,일반,38
4509,어린이,1
4509,일반,213
4509,일반,59
4509,청소년,11
4509,어린이,205
4509,어린이,102
4509,어린이,7
4509,일반,3449
4510,일반,4293
4510,일반,105
4510,청소년,382
4510,청소년,338
4510,청소년,10
4510,어린이,1501
4510,어린이,68
4510,어린이,16
4510,일반,60583
4511,일반,3843
4511,일반,542
4511,청소년,8859
4511,청소년,311
4511,청소년,50
4511,어린이,1
4511,일반,4128
4511,일반,22
4511,일반,6
4512,청소년,40
4512,청소년,3
4512,청소년,2
4512,어린이,5
4512,어린이,1
4512,일반,538
4512,일반,348
4512,일반,1
4512,청소년,46
4513,청소년,7
4513,어린이,495
4513,어린이,36
4513,어린이,6
4513,일반,28090
4513,일반,2293
4513,일반,361
4513,청소년,3644
4513,청소년,217
4514,청소년,45
4514,어린이,764
4514,어린이,32
4514,어린이,3
4514,일반,16254
4514,일반,2825
4514,일반,220
4514,청소년,7305
4514,청소년,189
4515,청소년,55
4515,어린이,1510
4515,어린이,42
4515,어린이,75
4515,일반,25376
4515,일반,2234
4515,일반,473
4515,청소년,8641
4515,청소년,559
4516,청소년,62
4516,어린이,1794
4516,어린이,118
4516,어린이,4
4516,일반,25262
4516,일반,4116
4516,일반,483
4516,청소년,16303
4517,청소년,281
4517,청소년,94
4517,어린이,716
4517,어린이,176
4517,어린이,165
4517,일반,82673
4517,일반,30130
4517,일반,26392
4518,청소년,5131
4518,청소년,1755
4518,청소년,1435
4518,어린이,1409
4518,어린이,210
4518,어린이,217
4518,일반,92883
4518,일반,37411
4518,일반,17225
4519,청소년,9250
4519,청소년,1533
4519,청소년,822
4519,일반,3
4519,일반,54
4519,청소년,3
4519,일반,106
4519,일반,4
4520,어린이,146
4520,어린이,22
4520,일반,6571
4520,일반,341
4520,일반,3
4520,청소년,420
4520,청소년,6
4520,어린이,2208
4520,어린이,372
4521,어린이,162
4521,일반,64746
4521,일반,24614
4521,일반,7334
4521,청소년,19900
4521,청소년,2450
4521,청소년,1596
4521,어린이,1945
4521,어린이,307
4522,어린이,70
4522,일반,124666
4522,일반,9708
4522,일반,7402
4522,청소년,16366
4523,청소년,1411
4523,청소년,1136
4523,어린이,177
4523,어린이,106
4523,어린이,5
4523,일반,19303
4523,일반,7186
4523,일반,480
4523,청소년,1909
4524,청소년,761
4524,청소년,38
4524,어린이,703
4524,어린이,50
4524,어린이,10
4524,일반,48852
4524,일반,3306
4524,일반,1605
4524,청소년,5873
4525,청소년,211
4525,청소년,193
4525,어린이,852
4525,어린이,290
4525,어린이,25
4525,일반,29128
4525,일반,15080
4525,일반,639
4525,청소년,5278
4526,청소년,3029
4526,청소년,105
4526,어린이,16
4526,어린이,30
4526,일반,129
4526,일반,3827
4526,일반,4
4526,청소년,39
4526,청소년,207
4527,청소년,1
4527,어린이,142
4527,어린이,91
4527,어린이,41
4527,일반,32972
4527,일반,5924
4527,일반,9361
4527,청소년,3237
4527,청소년,557
4528,청소년,901
4528,어린이,72
4528,어린이,168
4528,어린이,57
4528,일반,6805
4528,일반,19101
4528,일반,5644
4528,청소년,762
4528,청소년,2148
4529,청소년,1021
4529,어린이,8971
4529,어린이,347
4529,어린이,345
4529,일반,203128
4529,일반,20675
4529,일반,20787
4529,청소년,60223
4529,청소년,2884
4530,청소년,3914
4530,어린이,1503
4530,어린이,654
4530,어린이,123
4530,일반,116665
4530,일반,34056
4530,일반,21397
4530,청소년,25668
4530,청소년,6524
4531,청소년,4998
4531,어린이,5781
4531,어린이,443
4531,어린이,202
4531,일반,143901
4531,일반,34897
4531,일반,21806
4531,청소년,32858
4531,청소년,5105
4532,청소년,4667
4532,어린이,3050
4532,어린이,564
4532,어린이,118
4532,일반,118080
4532,일반,31292
4532,일반,21992
4532,청소년,21406
4532,청소년,4428
4533,청소년,4146
4533,어린이,129
4533,어린이,9
4533,일반,2795
4533,일반,541
4533,일반,10
4533,청소년,677
4533,청소년,102
4533,청소년,4
4534,어린이,109
4534,일반,3480
4534,일반,306
4534,일반,21
4534,청소년,909
4534,청소년,84
4534,청소년,2
4534,일반,4
4534,일반,125
4535,어린이,2
4535,일반,1963
4535,일반,1
4535,일반,1
4535,청소년,73
4535,일반,27
4535,일반,259
4535,청소년,11
4536,일반,1
4536,일반,70
4536,일반,956
4536,일반,5
4536,청소년,3
4536,일반,766
4536,일반,13
4536,일반,12
4536,일반,122
4537,어린이,2
4537,일반,1475
4537,일반,1
4537,청소년,5
4537,일반,180
4537,일반,64
4537,청소년,35
4537,청소년,3
4538,일반,12
4538,일반,92
4538,일반,3
4538,청소년,2
4538,청소년,6
4538,어린이,126
4538,어린이,28
4538,어린이,4
4539,일반,4850
4539,일반,1136
4539,일반,620
4539,청소년,566
4539,청소년,111
4539,청소년,128
4539,어린이,89
4539,어린이,9
4539,일반,2116
4540,일반,836
4540,일반,63
4540,청소년,208
4540,청소년,50
4540,청소년,3
4540,어린이,63
4540,어린이,69
4540,어린이,2
4540,일반,2949
4541,일반,6949
4541,일반,153
4541,청소년,224
4541,청소년,270
4541,청소년,11
4541,어린이,1039
4541,어린이,16
4541,어린이,13
4541,일반,57281
4542,일반,2159
4542,일반,815
4542,청소년,5533
4542,청소년,86
4542,청소년,72
4542,어린이,1
4542,일반,1706
4542,일반,210
4542,일반,4
4543,청소년,7
4543,청소년,1
4543,어린이,1
4543,일반,2377
4543,일반,711
4543,일반,13
4543,청소년,9
4543,청소년,4
4544,어린이,4
4544,어린이,69
4544,일반,58
4544,일반,4961
4544,일반,1
4544,청소년,5
4544,청소년,800
4544,어린이,116
4545,어린이,5
4545,일반,5263
4545,일반,22
4545,일반,38
4545,청소년,763
4545,청소년,6
4545,청소년,20
4545,일반,31
4545,일반,32
4546,어린이,20
4546,일반,881
4546,일반,2
4546,어린이,398
4546,어린이,295
4546,어린이,46
4546,일반,15496
4546,일반,12265
4547,일반,5775
4547,청소년,2371
4547,청소년,994
4547,청소년,295
4547,어린이,7029
4547,어린이,71
4547,어린이,142
4547,일반,118593
4549,일반,7987
4549,일반,9171
4549,청소년,28627
4549,청소년,593
4549,청소년,902
4549,어린이,1712
4549,어린이,219
4549,어린이,38
4549,일반,114704
4550,일반,18349
4550,일반,8885
4550,청소년,12890
4550,청소년,973
4550,청소년,649
4550,어린이,2911
4550,어린이,91
4550,어린이,77
4550,일반,137073
4551,일반,15589
4551,일반,8343
4551,청소년,11404
4551,청소년,564
4551,청소년,488
4551,어린이,186
4551,어린이,112
4551,어린이,31
4551,일반,21276
4552,일반,14116
4552,일반,4159
4552,청소년,1400
4552,청소년,667
4552,청소년,344
4552,어린이,2
4552,어린이,32
4552,일반,110
4552,일반,1697
4553,일반,14
4553,청소년,5
4553,청소년,32
4553,청소년,3
4553,어린이,1
4553,어린이,47
4553,일반,62
4553,일반,1123
4553,일반,1
4554,청소년,15
4554,청소년,66
4554,어린이,1120
4554,어린이,58
4554,어린이,8
4554,일반,16690
4554,일반,5304
4554,일반,270
4554,청소년,4287
4555,청소년,297
4555,청소년,36
4555,일반,73
4555,일반,68
4555,일반,72
4555,청소년,58
4555,어린이,789
4555,어린이,172
4556,어린이,107
4556,일반,29301
4556,일반,8777
4556,일반,11284
4556,청소년,4884
4556,청소년,1103
4556,청소년,1209
4556,어린이,556
4556,어린이,130
4557,어린이,59
4557,일반,29839
4557,일반,11481
4557,일반,9672
4557,청소년,3873
4557,청소년,624
4557,청소년,670
4557,어린이,2
4557,어린이,1
4558,일반,498
4558,일반,252
4558,일반,2
4558,청소년,21
4558,청소년,2
4558,어린이,3
4558,일반,297
4558,일반,4
4558,일반,1
4559,청소년,7
4559,청소년,1
4559,어린이,10
4559,일반,6856
4559,일반,870
4559,일반,2
4559,청소년,16
4559,청소년,15
4559,일반,50
4560,일반,212
4560,청소년,3
4560,어린이,7
4560,일반,8014
4560,일반,658
4560,일반,22
4560,청소년,185
4560,청소년,5
4560,청소년,1
4561,어린이,12
4561,일반,14193
4561,일반,2253
4561,일반,11
4561,청소년,111
4561,청소년,10
4561,일반,11
4561,일반,8
4561,일반,2
4562,어린이,1
4562,어린이,11
4562,일반,42
4562,일반,2693
4562,일반,7
4562,청소년,12
4562,청소년,95
4562,청소년,1
4562,어린이,143
4563,어린이,1
4563,일반,12124
4563,일반,592
4563,일반,216
4563,청소년,816
4563,청소년,33
4563,청소년,11
4563,어린이,8
4563,어린이,1
4564,일반,357
4564,일반,14
4564,청소년,3
4564,청소년,1
4564,어린이,1
4564,일반,2
4564,일반,286
4564,청소년,1
4564,청소년,4
4565,어린이,1
4565,일반,168
4565,일반,31
4565,일반,2
4565,청소년,1
4565,청소년,1
4565,일반,1
4565,일반,86
4565,일반,7
4566,일반,98
4566,일반,1352
4566,청소년,19
4566,어린이,2
4566,일반,148
4566,일반,702
4566,청소년,44
4566,청소년,32
4566,어린이,7
4567,일반,2601
4567,일반,47
4567,일반,2
4567,청소년,63
4567,청소년,1
4567,어린이,2
4567,일반,685
4567,일반,9
4567,일반,2
4568,청소년,8
4568,어린이,2
4568,어린이,22
4568,어린이,1
4568,일반,422
4568,일반,4400
4568,일반,34
4568,청소년,2
4568,청소년,124
4569,청소년,3
4569,어린이,15
4569,어린이,5
4569,어린이,3
4569,일반,4031
4569,일반,3812
4569,일반,628
4569,청소년,97
4569,청소년,77
4570,청소년,18
4570,어린이,84
4570,어린이,22
4570,어린이,2
4570,일반,11171
4570,일반,6204
4570,일반,555
4570,청소년,609
4570,청소년,139
4571,청소년,32
4571,어린이,239
4571,어린이,90
4571,어린이,27
4572,일반,33728
4572,일반,17160
4572,일반,8177
4572,청소년,924
4572,청소년,596
4572,청소년,351
4572,어린이,49
4572,어린이,141
4572,어린이,11
4573,일반,20287
4573,일반,52875
4573,일반,5182
4573,청소년,782
4573,청소년,1046
4573,청소년,235
4573,어린이,304
4573,어린이,123
4573,어린이,19
4574,일반,61363
4574,일반,15198
4574,일반,14838
4574,청소년,1099
4574,청소년,362
4574,청소년,181
4574,어린이,68
4574,어린이,65
4574,어린이,13
4575,일반,29329
4575,일반,30054
4575,일반,11130
4575,청소년,267
4575,청소년,375
4575,청소년,109
4575,어린이,849
4575,어린이,373
4576,어린이,352
4576,일반,210192
4576,일반,82740
4576,일반,73218
4576,청소년,2389
4576,청소년,2441
4576,청소년,1298
4576,어린이,266
4576,어린이,112
4578,어린이,157
4578,일반,155224
4578,일반,62480
4578,일반,76925
4578,청소년,2018
4578,청소년,473
4579,청소년,1251
4579,어린이,16
4579,어린이,3
4579,어린이,3
4579,일반,3923
4579,일반,466
4579,일반,560
4579,청소년,52
4579,청소년,12
4580,청소년,10
4580,어린이,29
4580,어린이,56
4580,어린이,9
4580,일반,2696
4580,일반,16429
4580,일반,848
4580,청소년,78
4580,청소년,352
4581,청소년,31
4581,어린이,15
4581,어린이,3
4581,일반,1491
4581,일반,408
4581,일반,27
4581,청소년,142
4581,청소년,11
4581,청소년,3
4582,어린이,20
4582,어린이,10
4582,일반,1815
4582,일반,857
4582,일반,19
4582,청소년,96
4582,청소년,59
4582,일반,14
4583,일반,40
4583,일반,2
4583,일반,1
4583,일반,18
4583,일반,1
4583,어린이,1971
4583,어린이,378
4584,어린이,64
4584,일반,134383
4584,일반,23803
4584,일반,9330
4584,청소년,16436
4584,청소년,1175
4584,청소년,769
4584,어린이,3105
4585,어린이,395
4585,어린이,58
4585,일반,99746
4585,일반,45605
4585,일반,6427
4585,청소년,18926
4585,청소년,2891
4585,청소년,687
4586,어린이,1824
4586,어린이,1138
4586,어린이,85
4586,일반,128688
4586,일반,139918
4586,일반,8247
4586,청소년,11624
4586,청소년,8626
4586,청소년,661
4587,어린이,2187
4587,어린이,387
4587,어린이,98
4587,일반,106247
4587,일반,25153
4587,일반,6332
4587,청소년,12539
4588,청소년,1652
4588,청소년,722
4588,어린이,296
4588,어린이,6
4588,어린이,4
4589,일반,17006
4589,일반,206
4589,일반,62
4589,청소년,1495
4589,청소년,31
4589,청소년,7
4589,어린이,68
4589,어린이,25
4589,어린이,1
4590,일반,972
4590,일반,1520
4590,일반,24
4590,청소년,577
4590,청소년,72
4590,청소년,4
4590,어린이,110
4590,어린이,27
4590,일반,2210
4591,일반,799
4591,일반,11
4591,청소년,359
4591,청소년,81
4591,청소년,3
4591,어린이,1204
4591,어린이,9
4591,일반,3080
4592,일반,508
4592,일반,59
4592,청소년,1758
4592,청소년,29
4592,청소년,2
4592,어린이,769
4592,어린이,198
4593,어린이,62
4593,일반,18433
4593,일반,17649
4593,일반,4689
4593,청소년,2732
4593,청소년,1676
4594,청소년,606
4594,어린이,1798
4594,어린이,168
4595,어린이,225
4595,일반,99431
4595,일반,13148
4595,일반,6875
4596,청소년,12953
4596,청소년,1243
4596,청소년,1305
4596,어린이,26
4596,어린이,154
4596,일반,906
4596,일반,5950
4597,일반,49
4597,청소년,177
4597,청소년,777
4597,청소년,10
4597,어린이,1740
4597,어린이,224
4597,어린이,241
4597,일반,65263
4598,일반,11658
4598,일반,17345
4598,청소년,9707
4598,청소년,1533
4598,청소년,2044
4598,어린이,2684
4598,어린이,335
4598,어린이,151
4598,일반,82729
4601,일반,10874
4601,일반,4084
4601,청소년,17127
4601,청소년,1585
4601,청소년,958
4601,어린이,1592
4602,어린이,333
4602,어린이,318
4602,일반,45893
4602,일반,7860
4602,일반,3910
4602,청소년,9658
4602,청소년,931
4602,청소년,763
4603,어린이,1240
4603,어린이,221
4603,어린이,7
4603,일반,7147
4603,일반,6032
4603,일반,209
4603,청소년,4798
4603,청소년,623
4604,청소년,29
4604,어린이,2196
4604,어린이,171
4604,어린이,5
4604,일반,81244
4604,일반,2597
4605,일반,525
4605,청소년,12746
4605,청소년,478
4605,청소년,63
4605,어린이,1590
4605,어린이,191
4607,어린이,157
4607,일반,132937
4607,일반,13865
4607,일반,21347
4607,청소년,10958
4608,청소년,1083
4608,청소년,1594
4608,어린이,1009
4608,어린이,210
4608,어린이,115
4608,일반,36819
4608,일반,24157
4608,일반,17287
4609,청소년,3611
4609,청소년,1445
4609,청소년,1082
4609,어린이,214
4609,어린이,15
4609,어린이,8
4609,일반,19258
4609,일반,613
4609,일반,424
4610,청소년,918
4610,청소년,111
4610,청소년,31
4610,일반,25
4610,일반,75
4610,일반,1
4610,청소년,5
4610,어린이,2
4610,일반,1870
4611,일반,19
4611,일반,1
4611,청소년,44
4611,어린이,165
4611,어린이,156
4611,어린이,20
4611,일반,2763
4611,일반,7803
4611,일반,96
4612,청소년,1562
4612,청소년,770
4612,청소년,24
4612,어린이,575
4612,어린이,58
4612,어린이,22
4612,일반,14900
4612,일반,973
4612,일반,499
4613,청소년,1934
4613,청소년,86
4613,청소년,110
4613,어린이,5
4613,어린이,12
4613,일반,106
4613,일반,945
4613,청소년,18
4613,청소년,86
4614,어린이,20
4614,어린이,1
4614,일반,808
4614,일반,9
4614,일반,1
4614,청소년,425
4614,청소년,3
4614,어린이,415
4614,어린이,246
4615,어린이,5
4615,일반,19358
4615,일반,5688
4615,일반,380
4615,청소년,3434
4615,청소년,537
4615,청소년,57
4615,어린이,611
4615,어린이,25
4616,어린이,12
4616,일반,38826
4616,일반,1547
4616,일반,796
4616,청소년,5412
4616,청소년,169
4616,청소년,72
4616,일반,1
4616,일반,154
4617,청소년,1
4617,어린이,6
4617,일반,2469
4617,일반,6
4617,청소년,536
4617,일반,25
4617,일반,148
4617,일반,1
4617,일반,1
4618,어린이,2195
4618,어린이,663
4618,어린이,46
4618,일반,137587
4618,일반,60644
4618,일반,9037
4618,청소년,25805
4618,청소년,6437
4618,청소년,1629
4619,어린이,3474
4619,어린이,180
4619,어린이,55
4619,일반,176131
4619,일반,22502
4620,일반,6456
4620,청소년,23131
4620,청소년,1560
4620,청소년,884
4620,어린이,1973
4620,어린이,166
4620,어린이,11
4620,일반,14882
4620,일반,5352
4621,일반,473
4621,청소년,5787
4621,청소년,555
4621,청소년,73
4621,어린이,1164
4621,어린이,194
4621,어린이,6
4621,일반,19365
4621,일반,5665
4622,일반,580
4622,청소년,7414
4622,청소년,633
4622,청소년,132
4622,일반,169
4622,일반,382
4622,청소년,187
4622,어린이,62
4622,일반,4640
4623,일반,10
4623,청소년,555
4623,일반,510
4623,일반,43
4623,청소년,5
4623,청소년,5
4623,일반,102
4623,일반,301
4623,청소년,2
4624,청소년,4
4624,일반,307
4624,일반,15
4624,일반,1
4624,일반,33
4624,어린이,431
4624,어린이,173
4624,어린이,28
4624,일반,72685
4625,일반,42518
4625,일반,4864
4625,청소년,1520
4625,청소년,1707
4625,청소년,163
4625,어린이,107
4625,어린이,213
4625,어린이,3
4626,일반,9574
4626,일반,12082
4627,일반,407
4627,청소년,1483
4628,청소년,909
4628,청소년,65
4628,어린이,637
4628,어린이,85
4628,어린이,36
4628,일반,18017
4628,일반,6698
4628,일반,8387
4629,청소년,2209
4629,청소년,486
4629,청소년,456
4629,일반,17
4629,일반,11
4629,어린이,12
4629,일반,525
4629,청소년,2
4630,어린이,1
4630,일반,793
4630,일반,1
4630,청소년,1
4630,일반,7
4630,일반,233
4630,어린이,2
4631,일반,523
4631,일반,275
4631,일반,1
4631,청소년,20
4631,일반,2
4631,일반,3
4632,일반,6
4632,일반,258
4632,일반,1
4632,일반,1
4636,청소년,4
4636,일반,34
4636,일반,11
4636,일반,31
4636,일반,78
4636,일반,322
4637,일반,2
4637,일반,224
4637,일반,32
4637,일반,1
4637,일반,37
4637,일반,45
4637,일반,71
4637,일반,35
4638,일반,5
4638,청소년,1
4638,일반,7
4638,일반,227
4638,청소년,17
4638,일반,13
4638,일반,35
4638,일반,176
4638,청소년,10
4639,어린이,202
4639,어린이,16
4639,어린이,2
4639,일반,5321
4639,일반,517
4639,일반,35
4639,청소년,1394
4639,청소년,25
4640,청소년,9
4640,어린이,86
4640,어린이,19
4640,일반,8224
4640,일반,549
4640,일반,24
4640,청소년,1304
4640,청소년,19
4640,청소년,1
4641,어린이,9
4641,어린이,9
4641,일반,5088
4641,일반,498
4641,일반,255
4641,청소년,404
4641,청소년,23
4641,청소년,35
4641,어린이,5
4642,일반,1862
4642,일반,217
4642,일반,101
4642,청소년,53
4642,청소년,22
4642,청소년,7
4642,어린이,112
4642,어린이,6
4642,일반,10409
4643,일반,1952
4643,일반,178
4643,청소년,1044
4643,청소년,176
4643,청소년,28
4643,어린이,1
4643,어린이,24
4643,일반,1229
4644,일반,739
4644,일반,251
4644,청소년,29
4644,청소년,53
4644,청소년,85
4644,어린이,251
4644,어린이,21
4645,어린이,1
4645,일반,6080
4645,일반,777
4645,일반,80
4645,청소년,615
4645,청소년,64
4645,청소년,9
4645,어린이,371
4646,어린이,10
4646,어린이,2
4646,일반,4531
4646,일반,635
4646,일반,57
4647,청소년,1483
4647,청소년,25
4647,청소년,8
4647,어린이,436
4647,어린이,59
4648,일반,17622
4648,일반,3284
4648,일반,125
4648,청소년,3049
4648,청소년,347
4648,청소년,9
4648,어린이,648
4648,어린이,9
4648,어린이,4
4649,일반,9786
4649,일반,573
4649,일반,220
4649,청소년,2304
4650,청소년,44
4650,청소년,53
4650,어린이,1171
4651,어린이,137
4651,어린이,15
4651,일반,73575
4651,일반,3194
4651,일반,1166
4651,청소년,6587
4651,청소년,138
4651,청소년,95
4651,어린이,99
4652,어린이,469
4652,어린이,6
4652,일반,2203
4652,일반,18681
4652,일반,178
4652,청소년,167
4652,청소년,964
4652,청소년,6
4652,어린이,9
4653,일반,3083
4653,일반,23
4653,청소년,8
4653,어린이,1
4653,어린이,2
4653,일반,257
4653,일반,1061
4653,청소년,5
4653,청소년,22
4654,어린이,6
4654,어린이,3
4654,일반,1434
4654,일반,476
4654,일반,16
4654,청소년,38
4654,청소년,10
4655,청소년,1
4655,어린이,101
4655,일반,624
4655,일반,691
4655,일반,25
4655,청소년,257
4655,청소년,16
4656,청소년,4
4656,일반,63
4656,일반,2
4656,일반,68
4656,일반,60
4656,일반,453
4656,일반,9
4656,일반,4
4656,청소년,4
4657,일반,4
4657,일반,73
4657,청소년,18
4657,어린이,2402
4657,어린이,373
4657,어린이,156
4657,일반,53721
4657,일반,35154
4657,일반,13903
4658,청소년,22452
4658,청소년,2606
4658,청소년,1366
4658,어린이,2364
4658,어린이,540
4658,어린이,106
4658,일반,106572
4658,일반,14287
4658,일반,6879
4659,청소년,29718
4659,청소년,1140
4659,청소년,742
4659,어린이,485
4659,어린이,305
4659,어린이,197
4659,일반,18592
4659,일반,11183
4659,일반,3481
4660,청소년,4634
4660,청소년,684
4660,청소년,379
4660,어린이,2244
4660,어린이,521
4660,어린이,211
4660,일반,147669
4660,일반,17626
4660,일반,17743
4661,청소년,23652
4661,청소년,1641
4661,청소년,1611
4661,어린이,3043
4661,어린이,519
4661,어린이,376
4661,일반,127049
4661,일반,30721
4661,일반,21954
4662,청소년,18074
4662,청소년,2270
4662,청소년,2079
4662,어린이,332
4662,어린이,107
4662,어린이,20
4662,일반,16076
4662,일반,9894
4662,일반,2291
4663,청소년,1700
4663,청소년,468
4663,청소년,121
4663,어린이,1545
4663,어린이,111
4663,어린이,24
4663,일반,59750
4663,일반,9229
4664,일반,1440
4664,청소년,7157
4664,청소년,517
4664,청소년,120
4664,어린이,474
4664,어린이,176
4664,어린이,11
4664,일반,11376
4664,일반,9148
4665,일반,957
4665,청소년,1522
4665,청소년,422
4665,청소년,75
4665,어린이,2506
4665,어린이,71
4665,어린이,37
4665,일반,114047
4665,일반,4169
4667,일반,4095
4667,청소년,13923
4667,청소년,229
4667,청소년,250
4667,어린이,938
4667,어린이,244
4667,어린이,10
4668,일반,26379
4668,일반,17837
4668,일반,3206
4668,청소년,4540
4668,청소년,1060
4668,청소년,373
4668,어린이,1576
4668,어린이,943
4669,어린이,471
4669,일반,150849
4669,일반,92158
4669,일반,62108
4669,청소년,12487
4669,청소년,11361
4669,청소년,7623
4670,어린이,2414
4670,어린이,533
4670,어린이,363
4670,일반,44972
4670,일반,56858
4670,일반,27184
4670,청소년,7286
4670,청소년,3182
4670,청소년,5109
4671,어린이,1559
4671,어린이,53
4671,어린이,19
4671,일반,26793
4671,일반,4421
4671,일반,2438
4671,청소년,3153
4671,청소년,576
4671,청소년,142
4672,어린이,1246
4672,어린이,112
4672,어린이,15
4672,일반,7480
4672,일반,9750
4672,일반,973
4673,청소년,2114
4673,청소년,567
4673,청소년,195
4673,어린이,47
4673,어린이,4
4673,일반,7950
4673,일반,1089
4673,일반,1
4673,청소년,156
4674,청소년,21
4674,어린이,2
4674,일반,70
4674,일반,705
4674,청소년,6
4674,어린이,25
4674,일반,4897
4675,일반,93
4675,일반,3
4675,청소년,94
4675,청소년,3
4675,청소년,1
4675,어린이,1
4675,어린이,1
4675,어린이,1
4676,일반,168
4676,일반,133
4676,일반,413
4676,청소년,3
4676,청소년,5
4676,청소년,9
4676,어린이,3
4676,어린이,4
5001,일반,754
5001,일반,434
5001,일반,22
5001,청소년,10
5001,청소년,8
5001,어린이,2
5001,일반,763
5001,청소년,35
5001,어린이,4
5002,일반,932
5002,일반,39
5002,청소년,132
5002,어린이,426
5002,어린이,259
5002,어린이,6
5002,일반,30343
5002,일반,14437
5002,일반,505
5003,청소년,1941
5003,청소년,560
5003,청소년,25
5003,어린이,370
5003,어린이,83
5003,어린이,7
5003,일반,34109
5003,일반,10719
5003,일반,1328
5004,청소년,3129
5004,청소년,445
5004,청소년,88
5004,어린이,401
5004,어린이,225
5004,어린이,11
5004,일반,33156
5004,일반,31325
5005,일반,2618
5005,청소년,3033
5005,청소년,2468
5005,청소년,375
5005,어린이,847
5005,어린이,27
5005,어린이,20
5005,일반,48843
5005,일반,6517
5006,일반,3474
5006,청소년,10300
5006,청소년,478
5006,청소년,568
5006,어린이,1
5006,일반,4
5006,일반,92
5006,어린이,24
5006,일반,1509
5007,일반,2
5007,청소년,6
5007,어린이,581
5007,어린이,460
5007,어린이,20
5007,일반,81533
5007,일반,66950
5008,일반,14384
5008,청소년,6582
5008,청소년,3148
5008,청소년,422
5008,어린이,2220
5008,어린이,372
5008,어린이,426
5008,일반,189952
5008,일반,58557
5009,일반,76103
5009,청소년,17637
5009,청소년,2509
5009,청소년,3321
5009,일반,741
5009,일반,9
5009,일반,1
5009,청소년,2
5010,일반,26
5010,일반,126
5010,청소년,3
5010,일반,43
5010,일반,67
5010,일반,7
5010,일반,22
5010,어린이,122
5010,어린이,294
5011,어린이,9
5011,일반,10730
5011,일반,12830
5011,일반,286
5011,청소년,469
5011,청소년,1397
5011,청소년,50
5011,어린이,12
5011,어린이,30
5012,어린이,2
5012,일반,3355
5012,일반,2817
5012,일반,106
5012,청소년,103
5012,청소년,80
5012,청소년,29
5012,어린이,211
5012,어린이,2
5013,일반,9824
5013,일반,818
5013,일반,17
5013,청소년,122
5013,청소년,1
5013,청소년,2
5013,어린이,15
5013,어린이,2
5014,일반,10440
5014,일반,1595
5014,일반,12
5014,청소년,81
5014,청소년,114
5014,어린이,1
5014,일반,21
5014,일반,650
5014,청소년,2
5015,청소년,60
5015,어린이,216
5015,어린이,1
5015,어린이,1
5015,일반,4576
5015,일반,3
5015,일반,5
5015,청소년,840
5015,청소년,1
5016,어린이,40
5016,어린이,15
5016,어린이,1
5016,일반,639
5016,일반,1254
5016,일반,19
5016,청소년,50
5016,청소년,92
5016,청소년,4
5017,어린이,59
5017,어린이,33
5017,일반,6537
5017,일반,1527
5017,일반,30
5017,청소년,370
5017,청소년,246
5017,청소년,6
5017,어린이,441
5018,어린이,86
5018,어린이,7
5018,일반,5451
5018,일반,5233
5018,일반,287
5018,청소년,542
5018,청소년,128
5018,청소년,18
5019,어린이,78
5019,어린이,51
5019,어린이,8
5019,일반,15700
5019,일반,2613
5020,일반,410
5020,청소년,248
5020,청소년,212
5020,청소년,46
5020,어린이,1089
5020,어린이,1166
5021,어린이,542
5021,일반,31468
5021,일반,63495
5021,일반,13571
5021,청소년,4050
5022,청소년,5947
5022,청소년,2590
5022,어린이,840
5022,어린이,435
5022,어린이,210
5022,일반,70495
5022,일반,11958
5023,일반,5570
5023,청소년,4972
5023,청소년,1722
5023,청소년,990
5023,어린이,336
5023,어린이,618
5024,어린이,14
5024,일반,18585
5024,일반,33863
5024,일반,1404
5024,청소년,1791
5024,청소년,3858
5024,청소년,162
5025,어린이,1017
5025,어린이,241
5025,어린이,118
5025,일반,97145
5025,일반,10313
5025,일반,13874
5026,청소년,8165
5026,청소년,744
5026,청소년,2284
5026,어린이,3030
5026,어린이,1157
5026,어린이,1571
5027,일반,62136
5027,일반,93024
5027,일반,76704
5027,청소년,11515
5027,청소년,7604
5027,청소년,12619
5027,어린이,1793
5028,어린이,1331
5028,어린이,422
5028,일반,174096
5028,일반,73036
5028,일반,28496
5028,청소년,10996
5029,청소년,13467
5029,청소년,5368
5029,어린이,304
5029,어린이,249
5029,어린이,40
5030,일반,52440
5030,일반,30654
5030,일반,2635
5030,청소년,1765
5030,청소년,2623
5030,청소년,170
5030,어린이,1
5030,어린이,136
5031,어린이,1
5031,일반,863
5031,일반,6105
5031,일반,26
5031,청소년,32
5032,청소년,373
5032,어린이,3
5032,어린이,6
5032,일반,634
5032,일반,1112
5032,일반,152
5033,청소년,9
