정류장 번호,권종,거래건수
1002,어린이,259
1002,어린이,62
1002,어린이,2
1002,일반,5098
1002,일반,5274
1002,일반,173
1002,청소년,709
1002,청소년,230
1002,청소년,18
1003,어린이,1357
1003,어린이,12
1003,어린이,5
1003,일반,62773
1003,일반,1040
1003,일반,635
1003,청소년,3689
1003,청소년,54
1003,청소년,48
1004,어린이,999
1004,어린이,94
1004,어린이,25
1004,일반,62606
1004,일반,20636
1004,일반,10237
1004,청소년,4783
1004,청소년,548
1004,청소년,532
1005,어린이,470
1005,어린이,86
1005,어린이,33
1005,일반,59803
1005,일반,12977
1005,일반,8987
1005,청소년,3246
1005,청소년,753
1005,청소년,560
1006,어린이,7
1006,어린이,9
1006,어린이,4
1006,일반,2143
1006,일반,164
1006,일반,62
1006,청소년,23
1006,청소년,6
1006,청소년,1
1007,어린이,3
1007,어린이,1
1007,일반,206
1007,일반,209
1007,일반,61
1007,청소년,4
1007,청소년,4
1007,청소년,2
1007,어린이,1
1008,어린이,7
1008,어린이,1
1008,일반,1129
1008,일반,124
1008,일반,52
1008,청소년,6
1008,청소년,3
1008,청소년,2
1008,일반,50
1009,일반,390
1009,일반,3
1009,청소년,2
1009,청소년,2
1009,청소년,1
1009,어린이,198
1009,어린이,98
1009,어린이,2
1009,일반,5462
1010,일반,15211
1010,일반,239
1010,청소년,1538
1010,청소년,1219
1010,청소년,31
1010,어린이,670
1010,어린이,49
1010,어린이,2
1010,일반,28812
1011,일반,4761
1011,일반,1035
1011,청소년,4309
1011,청소년,273
1011,청소년,110
1011,어린이,1366
1011,어린이,377
1011,어린이,27
1012,일반,30688
1012,일반,6003
1012,일반,2801
1012,청소년,10814
1012,청소년,932
1012,청소년,296
1012,어린이,4063
1012,어린이,159
1013,어린이,36
1013,일반,25013
1013,일반,19715
1013,일반,1442
1013,청소년,16933
1013,청소년,1798
1013,청소년,185
1013,어린이,739
1013,어린이,14
1014,어린이,7
1014,일반,38696
1014,일반,3453
1014,일반,902
1014,청소년,6157
1014,청소년,97
1014,청소년,61
1014,어린이,12
1014,어린이,58
1015,어린이,1
1015,일반,1310
1015,일반,9916
1015,일반,142
1015,청소년,64
1015,청소년,544
1015,청소년,6
1015,어린이,523
1015,어린이,163
1016,어린이,6
1016,일반,29416
1016,일반,18102
1016,일반,2449
1016,청소년,6008
1016,청소년,1596
1016,청소년,150
1016,어린이,3010
1016,어린이,188
1017,어린이,48
1017,일반,154941
1017,일반,24399
1017,일반,8921
1017,청소년,14117
1017,청소년,1753
1017,청소년,851
1017,어린이,2144
1017,어린이,214
1018,어린이,51
1018,일반,53118
1018,일반,26004
1018,일반,5992
1018,청소년,10484
1018,청소년,972
1018,청소년,412
1018,어린이,323
1018,어린이,5
1019,어린이,1
1019,일반,8094
1019,일반,135
1019,일반,20
1019,청소년,1126
1019,청소년,17
1019,청소년,3
1019,어린이,125
1020,어린이,9
1020,어린이,3
1020,일반,991
1020,일반,851
1020,일반,18
1020,청소년,788
1020,청소년,22
1020,청소년,5
1020,어린이,948
1021,어린이,199
1021,어린이,59
1021,일반,20036
1021,일반,22422
1021,일반,2130
1021,청소년,4236
1021,청소년,1232
1021,청소년,312
1021,어린이,1589
1022,어린이,175
1022,어린이,38
1022,일반,62086
1022,일반,6240
1022,일반,1557
1022,청소년,11772
1022,청소년,610
1022,청소년,183
1022,어린이,3
1023,어린이,1
1023,일반,1831
1023,일반,197
1023,일반,14
1023,청소년,207
1023,청소년,4
1023,청소년,1
1023,어린이,1
1024,어린이,1
1024,일반,1
1024,일반,1203
1024,청소년,7
1024,어린이,40
1024,일반,7668
1024,일반,2
1024,일반,12
1024,청소년,331
1025,어린이,1
1025,일반,21
1025,일반,972
1025,청소년,3
1025,청소년,10
1025,어린이,25
1025,일반,10454
1025,일반,61
1025,일반,17
1026,청소년,328
1026,청소년,2
1026,청소년,1
1026,어린이,3
1026,일반,933
1026,일반,95
1026,일반,1
1026,청소년,15
1026,어린이,2
1027,어린이,1
1027,일반,647
1027,일반,75
1027,일반,1
1027,청소년,18
1027,어린이,1
1027,일반,39
1027,일반,192
1027,청소년,1
1028,어린이,32
1028,일반,780
1028,일반,36
1028,일반,8
1028,청소년,20
1028,어린이,2
1028,일반,438
1028,일반,36
1028,청소년,23
1029,일반,23
1029,일반,24
1029,일반,11
1029,일반,1
1029,일반,39
1029,어린이,2
1029,일반,10
1029,일반,198
1029,일반,1
1030,청소년,19
1030,어린이,2
1030,일반,489
1030,일반,22
1030,일반,3
1030,청소년,18
1030,청소년,1
1030,일반,7
1030,일반,166
1031,청소년,1
1031,어린이,3
1031,일반,129
1031,일반,7
1031,일반,1
1031,청소년,48
1031,일반,5
1031,일반,90
1031,어린이,1
1032,일반,975
1032,일반,8
1032,청소년,6
1032,어린이,1
1032,어린이,1
1032,일반,102
1032,일반,108
1032,청소년,2
1032,청소년,2
1033,일반,76
1033,일반,20
1033,일반,1
1033,청소년,1
1033,어린이,505
1033,어린이,160
1033,어린이,7
1033,일반,13644
1033,일반,21867
1034,일반,413
1034,청소년,1584
1034,청소년,936
1034,청소년,35
1034,어린이,220
1034,어린이,220
1034,어린이,136
1034,일반,11632
1034,일반,12453
1035,일반,5992
1035,청소년,2273
1035,청소년,389
1035,청소년,520
1035,어린이,1633
1035,어린이,2
1035,어린이,9
1035,일반,76088
1036,일반,589
1036,일반,1187
1036,청소년,9645
1036,청소년,44
1036,청소년,116
1036,어린이,11
1036,어린이,77
1036,어린이,3
1036,일반,1505
1037,일반,7038
1037,일반,136
1037,청소년,75
1037,청소년,159
1037,청소년,3
1037,어린이,32
1037,어린이,29
1037,일반,209
1037,일반,2275
1038,일반,77
1038,청소년,50
1038,청소년,93
1038,청소년,4
1038,어린이,433
1038,어린이,12
1038,어린이,3
1038,일반,12196
1038,일반,490
1039,일반,506
1039,청소년,767
1039,청소년,34
1039,청소년,15
1039,어린이,276
1039,어린이,91
1039,어린이,14
1039,일반,17053
1039,일반,6287
1040,일반,800
1040,청소년,2841
1040,청소년,200
1040,청소년,48
1040,어린이,5
1040,일반,63
1040,일반,737
1040,청소년,10
1040,청소년,333
1041,일반,8
1041,일반,4
1041,일반,2
1041,어린이,1
1041,일반,21
1041,일반,663
1041,청소년,178
1041,어린이,1
1041,일반,368
1042,일반,863
1042,청소년,3
1042,청소년,129
1042,어린이,2
1042,어린이,5
1042,일반,1624
1042,일반,27
1042,일반,1
1042,청소년,60
1044,청소년,4
1044,어린이,9
1044,일반,41
1044,일반,392
1044,일반,1
1044,청소년,1
1044,청소년,12
1044,어린이,2
1044,일반,676
1045,일반,225
1045,청소년,25
1045,청소년,4
1045,어린이,1718
1045,어린이,130
1045,어린이,59
1045,일반,92070
1045,일반,5086
1045,일반,3377
1046,청소년,10941
1046,청소년,407
1046,청소년,442
1046,어린이,264
1046,어린이,311
1046,어린이,175
1046,일반,16857
1046,일반,16082
1046,일반,3906
1047,청소년,780
1047,청소년,1423
1047,청소년,286
1047,어린이,238
1047,어린이,166
1047,어린이,25
1047,일반,34732
1047,일반,12457
1047,일반,5699
1048,청소년,3075
1048,청소년,705
1048,청소년,537
1048,어린이,275
1048,어린이,30
1048,어린이,44
1048,일반,40011
1048,일반,11991
1048,일반,4494
1049,청소년,4368
1049,청소년,352
1049,청소년,765
1049,어린이,67
1049,어린이,34
1049,어린이,15
1049,일반,3296
1049,일반,3999
1049,일반,282
1050,청소년,252
1050,청소년,426
1050,청소년,70
1050,어린이,5
1050,어린이,7
1050,일반,1023
1050,일반,1267
1050,일반,142
1050,청소년,18
1051,청소년,23
1051,청소년,1
1051,어린이,23
1051,어린이,48
1051,어린이,1
1051,일반,5466
1051,일반,1532
1051,일반,337
1051,청소년,225
1052,청소년,170
1052,청소년,15
1052,어린이,1965
1052,어린이,97
1052,어린이,82
1052,일반,87098
1052,일반,4559
1052,일반,2927
1052,청소년,14801
1053,청소년,573
1053,청소년,449
1053,어린이,1327
1053,어린이,45
1053,어린이,44
1053,일반,11855
1053,일반,4429
1053,일반,2295
1053,청소년,5111
1054,청소년,344
1054,청소년,203
1054,일반,37
1054,일반,35
1054,일반,1
1054,청소년,1
1054,어린이,3
1054,일반,211
1054,일반,285
1055,일반,1505
1055,일반,679
1055,청소년,12
1055,청소년,7
1055,어린이,15
1055,일반,4346
1055,일반,245
1055,일반,6
1055,청소년,89
1056,청소년,45
1056,어린이,5142
1056,어린이,2822
1056,어린이,2054
1056,일반,234246
1056,일반,311708
1056,일반,339154
1056,청소년,39264
1056,청소년,27459
1057,청소년,23689
1057,어린이,7759
1057,어린이,1335
1057,어린이,3047
1057,일반,235414
1057,일반,199866
1057,일반,375758
1057,청소년,59427
1057,청소년,15036
1058,청소년,33105
1058,어린이,3484
1058,어린이,329
1058,어린이,467
1058,일반,34576
1058,일반,36141
1058,일반,85544
1058,청소년,23369
1058,청소년,3184
1059,청소년,8922
1059,어린이,79
1059,어린이,110
1059,어린이,2
1059,일반,8894
1059,일반,2887
1059,일반,667
1059,청소년,263
1059,청소년,184
1060,청소년,30
1060,어린이,233
1060,어린이,42
1060,어린이,8
1060,일반,19721
1060,일반,4561
1060,일반,901
1060,청소년,1691
1060,청소년,177
1061,청소년,55
1061,일반,101
1061,일반,51
1061,청소년,3
1061,일반,825
1061,일반,36
1061,청소년,8
1061,어린이,330
1061,어린이,222
1062,어린이,3
1062,일반,45860
1062,일반,14335
1062,일반,1804
1062,청소년,2265
1062,청소년,692
1062,청소년,104
1062,어린이,819
1062,어린이,15
1063,일반,7089
1063,일반,981
1063,일반,34
1063,청소년,2363
1063,청소년,19
1063,청소년,6
1063,어린이,106
1063,어린이,90
1063,일반,2647
1064,일반,2682
1064,일반,22
1064,청소년,414
1064,청소년,187
1064,청소년,1
1064,어린이,57
1064,일반,1001
1064,일반,2
1065,청소년,192
1065,어린이,1
1065,일반,29
1065,일반,180
1065,청소년,30
1065,어린이,1
1065,일반,347
1066,일반,228
1066,청소년,5
1066,청소년,16
1066,어린이,279
1066,일반,10450
1067,일반,41
1067,일반,5
1067,청소년,1710
1067,청소년,3
1067,일반,82
1067,일반,5
1068,일반,1
1068,일반,40
1068,청소년,1
1068,어린이,798
1068,어린이,93
1068,어린이,5
1068,일반,31878
1068,일반,16459
1068,일반,892
1069,청소년,5580
1069,청소년,862
1069,청소년,110
1069,어린이,157
1069,어린이,97
1069,어린이,8
1069,일반,16934
1070,일반,12948
1070,일반,1205
1070,청소년,1370
1070,청소년,858
1070,청소년,98
1070,어린이,2444
1071,어린이,55
1071,어린이,52
1071,일반,98857
1071,일반,4035
1071,일반,3429
1071,청소년,15909
1071,청소년,444
1071,청소년,515
1072,어린이,253
1072,어린이,163
1072,어린이,3
1072,일반,11996
1073,일반,6687
1073,일반,424
1073,청소년,2276
1073,청소년,527
1073,청소년,95
1074,어린이,12
1074,어린이,1
1074,어린이,1
1074,일반,3468
1074,일반,11
1074,일반,35
1074,청소년,135
1075,청소년,2
1075,청소년,1
1075,일반,192
1075,일반,50
1075,일반,108
1075,청소년,9
1075,청소년,8
1075,청소년,1
1076,어린이,9312
1076,어린이,567
1076,어린이,288
1076,일반,54956
1076,일반,26966
1076,일반,10860
1076,청소년,46006
1077,청소년,3679
1077,청소년,1906
1077,어린이,4117
1077,어린이,2414
1077,어린이,260
1077,일반,135032
1078,일반,45253
1078,일반,10661
1078,청소년,29392
1078,청소년,9046
1078,청소년,1984
1078,어린이,1
1079,어린이,44
1079,일반,213
1079,일반,3069
1079,일반,2
1079,청소년,14
1079,청소년,334
1079,어린이,21
1079,일반,4749
1080,일반,346
1080,일반,20
1080,청소년,442
1080,청소년,22
1080,청소년,9
1080,어린이,130
1080,어린이,239
1080,어린이,8
1081,일반,4793
1081,일반,2000
1081,일반,210
1081,청소년,1729
1081,청소년,846
1081,청소년,44
1082,어린이,1065
1082,어린이,9
1082,어린이,18
1082,일반,1637
1082,일반,1063
1082,일반,224
1082,청소년,3652
1082,청소년,87
1082,청소년,41
1083,어린이,2
1083,어린이,5
1083,일반,107
1083,일반,988
1083,일반,6
1083,청소년,14
1083,어린이,7
1083,어린이,1
1083,일반,4203
1084,일반,202
1084,일반,76
1084,청소년,17
1085,청소년,2
1085,일반,12
1086,일반,141
1086,청소년,1
1086,일반,823
1086,일반,1
1086,청소년,3
1086,어린이,26
1086,일반,1639
1086,일반,47
1086,일반,16
1087,청소년,126
1087,어린이,1
1087,어린이,20
1087,일반,159
1087,일반,559
1087,일반,8
1087,청소년,4
1087,청소년,118
1087,어린이,1
1088,일반,1
1088,일반,63
1088,청소년,1
1088,어린이,47
1088,일반,249
1088,일반,16
1088,일반,2
1088,청소년,79
1088,청소년,1
1089,어린이,4
1089,일반,626
1089,일반,2
1089,일반,1
1089,청소년,92
1089,어린이,7
1089,일반,5
1089,일반,510
1089,청소년,166
1090,어린이,22
1090,어린이,103
1090,일반,435
1090,일반,4012
1090,일반,14
1090,청소년,106
1090,청소년,300
1090,청소년,1
1090,어린이,4574
1091,어린이,136
1091,어린이,18
1091,일반,53026
1092,일반,3551
1092,일반,1927
1092,청소년,28338
1092,청소년,400
1092,청소년,243
1093,어린이,371
1093,어린이,103
1093,어린이,4
1093,일반,12611
1093,일반,4191
1093,일반,164
1093,청소년,2354
1093,청소년,511
1093,청소년,49
1094,어린이,150
1094,어린이,28
1094,어린이,3
1094,일반,7679
1094,일반,2878
1094,일반,163
1094,청소년,1187
1094,청소년,225
1094,청소년,41
1095,어린이,18
1095,어린이,383
1095,어린이,28
1095,일반,551
1095,일반,11216
1095,일반,444
1095,청소년,41
1095,청소년,522
1095,청소년,109
1096,어린이,77
1096,어린이,140
1096,어린이,26
1096,일반,20512
1096,일반,3823
1096,일반,902
1096,청소년,383
1096,청소년,290
1096,청소년,120
1098,어린이,2
1098,어린이,13
1098,어린이,2
1098,일반,404
1098,일반,7027
1098,일반,317
1098,청소년,65
1098,청소년,177
1098,청소년,28
1099,어린이,127
1099,어린이,14
1099,어린이,25
1099,일반,11895
1099,일반,3257
1099,일반,2541
1099,청소년,1134
1099,청소년,126
1099,청소년,212
1100,어린이,25
1100,어린이,129
1100,어린이,5
1100,일반,4612
1100,일반,6246
1100,일반,552
1100,청소년,173
1100,청소년,813
1100,청소년,38
1101,어린이,11
1101,어린이,45
1101,어린이,6
1101,일반,924
1101,일반,3659
1101,일반,186
1101,청소년,243
1101,청소년,309
1101,청소년,24
1102,어린이,10
1102,어린이,20
1102,어린이,13
1102,일반,1583
1102,일반,411
1102,일반,2081
1102,청소년,96
1103,청소년,11
1103,청소년,71
1103,어린이,1
1103,어린이,2
1103,일반,49
1104,일반,18
1104,청소년,6
1104,청소년,1
1104,어린이,2
1104,어린이,1
1104,어린이,2
1104,일반,264
1105,일반,91
1105,일반,8
1105,청소년,227
1105,청소년,10
1106,청소년,1
1106,어린이,28
1106,어린이,182
1106,어린이,2
1106,일반,1018
1107,일반,5097
1107,일반,933
1107,청소년,193
1107,청소년,189
1107,청소년,64
1107,어린이,128
1107,어린이,76
1107,어린이,15
1107,일반,10298
1108,일반,1427
1108,일반,1272
1108,청소년,2968
1108,청소년,135
1108,청소년,266
1108,어린이,15
1108,어린이,1
1108,일반,3313
1108,일반,39
1109,청소년,44
1109,어린이,28
1109,일반,143
1109,일반,429
1109,청소년,5
1109,청소년,6
1109,일반,17
1110,일반,176
1110,일반,7
1110,청소년,1
1110,어린이,5
1110,어린이,1
1110,일반,536
1110,일반,155
1110,일반,8
1110,청소년,3
1111,청소년,7
1111,청소년,1
1111,어린이,14
1111,어린이,190
1111,어린이,14
1111,일반,2216
1111,일반,17062
1111,일반,5441
1111,청소년,67
1112,청소년,1629
1112,청소년,174
1112,어린이,403
1112,어린이,377
1112,어린이,356
1112,일반,31466
1112,일반,39170
1112,일반,28831
1112,청소년,2903
1113,청소년,3913
1113,청소년,2078
1113,어린이,7
1113,어린이,54
1113,어린이,4
1113,일반,1242
1113,일반,4062
1113,일반,121
1113,청소년,68
1114,청소년,241
1114,청소년,16
1114,어린이,478
1114,어린이,20
1114,어린이,36
1114,일반,9620
1114,일반,2598
1114,일반,1494
1114,청소년,1807
1115,청소년,143
1115,청소년,147
1115,일반,2
1115,일반,294
1115,청소년,3
1115,일반,318
1115,일반,2
1115,일반,3
1115,청소년,1
1116,어린이,2
1116,일반,78
1116,일반,2318
1116,일반,2
1116,청소년,15
1116,청소년,26
1116,어린이,3863
1116,어린이,6
1116,어린이,10
1117,일반,50566
1117,일반,366
1117,일반,509
1117,청소년,16856
1117,청소년,63
1117,청소년,42
1117,일반,96
1117,일반,166
1117,청소년,3
1118,청소년,37
1118,어린이,2
1118,일반,1972
1118,일반,14
1118,일반,1
1118,청소년,223
1118,어린이,57
1118,어린이,19
1118,일반,4882
1119,일반,2509
1119,일반,81
1119,청소년,475
1119,청소년,111
1119,청소년,9
1119,어린이,6
1119,어린이,11
1119,일반,150
1119,일반,233
1122,일반,5
1122,청소년,240
1122,청소년,16
1122,청소년,1
1122,어린이,7
1122,어린이,1
1122,일반,1026
1122,일반,89
1122,일반,43
1123,청소년,63
1123,청소년,26
1123,청소년,2
1123,어린이,662
1123,어린이,451
1123,어린이,65
1123,일반,40491
1123,일반,44885
1123,일반,3669
1125,청소년,5333
1125,청소년,4615
1125,청소년,440
1125,어린이,82
1125,어린이,202
1125,어린이,23
1125,일반,11190
1126,일반,16190
1126,일반,1256
1126,청소년,859
1126,청소년,1053
1126,청소년,164
1126,어린이,183
1126,어린이,17
1126,어린이,14
1126,일반,24728
1127,일반,1187
1127,일반,1894
1127,청소년,1586
1127,청소년,124
1127,청소년,117
1127,어린이,119
1127,어린이,156
1127,어린이,4
1127,일반,4112
1128,일반,7467
1128,일반,1511
1128,청소년,563
1128,청소년,468
1128,청소년,25
1128,어린이,366
1128,어린이,496
1128,어린이,9
1128,일반,27528
1129,일반,48715
1129,일반,1072
1129,청소년,2114
1129,청소년,4292
1129,청소년,130
1129,어린이,354
1129,어린이,79
1129,어린이,8
1129,일반,26704
1130,일반,8024
1130,일반,1202
1130,청소년,2329
1130,청소년,538
1130,청소년,135
1130,일반,168
1130,일반,120
1130,청소년,1
1130,청소년,9
1131,일반,30
1131,일반,2
1131,어린이,165
1131,어린이,553
1131,어린이,98
1131,일반,16604
1131,일반,87880
1131,일반,6831
1131,청소년,977
1132,청소년,4362
1132,청소년,566
1132,어린이,1031
1132,어린이,171
1132,어린이,96
1132,일반,109723
1132,일반,15853
1132,일반,20942
1134,청소년,4510
1134,청소년,1825
1134,청소년,1403
1134,어린이,19
1134,어린이,15
1134,어린이,2
1134,일반,5091
1134,일반,538
1134,일반,180
1135,청소년,430
1135,청소년,16
1135,청소년,11
1135,어린이,6
1135,어린이,6
1135,어린이,30
1135,일반,3177
1135,일반,3220
1135,일반,1929
1136,청소년,190
1136,청소년,65
1136,청소년,70
1136,일반,110
1136,일반,14
1136,청소년,10
1136,일반,25
1136,일반,1
1136,어린이,35
1137,어린이,90
1137,어린이,5
1137,일반,8079
1137,일반,8535
1137,일반,389
1137,청소년,651
1137,청소년,720
1137,청소년,83
1137,어린이,16
1139,어린이,54
1139,어린이,1
1139,일반,7991
1139,일반,3168
1139,일반,107
1139,청소년,336
1139,청소년,269
1139,청소년,3
1139,어린이,1698
1140,어린이,620
1140,어린이,197
1140,일반,109255
1140,일반,31712
1140,일반,11040
1140,청소년,11957
1140,청소년,2690
1140,청소년,1909
1141,어린이,1706
1141,어린이,133
1141,어린이,48
1141,일반,97104
1141,일반,16510
1141,일반,6729
1141,청소년,9710
1141,청소년,1095
1141,청소년,840
1142,어린이,22
1142,어린이,15
1142,어린이,1
1142,일반,7958
1142,일반,2081
1142,일반,270
1142,청소년,135
1142,청소년,62
1142,청소년,32
1143,어린이,12
1143,어린이,15
1143,어린이,1
1143,일반,5687
1144,일반,7411
1144,일반,391
1144,청소년,104
1144,청소년,884
1144,청소년,39
1144,어린이,1
1145,일반,3481
1145,일반,488
1145,일반,1
1145,청소년,19
1145,청소년,16
1145,어린이,2
1145,어린이,2
1145,일반,7560
1146,일반,265
1146,일반,2
1146,청소년,309
1146,어린이,40
1146,어린이,268
1146,어린이,1
1146,일반,1953
1146,일반,17586
1146,일반,38
1147,청소년,64
1147,청소년,818
1147,청소년,12
1147,어린이,84
1147,어린이,16
1147,어린이,16
1147,일반,3071
1147,일반,1175
1147,일반,874
1148,청소년,210
1148,청소년,43
1148,청소년,79
1148,어린이,226
1148,어린이,74
1148,어린이,10
1148,일반,21909
1148,일반,11541
1148,일반,2718
1149,청소년,1821
1149,청소년,643
1149,청소년,324
1149,어린이,130
1149,어린이,94
1149,어린이,9
1149,일반,19113
1149,일반,4433
1149,일반,2542
1150,청소년,1147
1150,청소년,358
1150,청소년,266
1150,일반,27
1150,일반,49
1150,일반,1
1150,청소년,1
1150,일반,149
1150,청소년,1
1151,어린이,8
1151,일반,393
1151,일반,29
1151,청소년,16
1151,청소년,5
1151,어린이,1
1151,일반,34
1151,일반,189
1151,청소년,5
1152,청소년,3
1152,어린이,27
1152,어린이,1
1152,일반,2359
1152,일반,82
1152,일반,89
1152,청소년,482
1152,청소년,1
1152,어린이,1
1153,일반,296
1153,일반,498
1153,일반,223
1153,청소년,3
1153,청소년,4
1153,어린이,79
1153,어린이,7
1153,일반,7473
1153,일반,1617
1154,청소년,238
1154,청소년,73
1154,어린이,51
1154,일반,2
1154,일반,2758
1154,청소년,46
1154,어린이,12
1154,어린이,67
1154,어린이,1
1155,일반,1336
1155,일반,309
1155,일반,49
1155,청소년,174
1155,청소년,15
1155,청소년,1
1155,어린이,1
1155,어린이,1
1155,어린이,3
1156,일반,144
1156,일반,769
1156,일반,51
1156,청소년,71
1156,청소년,19
1156,청소년,3
1156,어린이,1488
1156,어린이,371
1156,어린이,93
1157,일반,103228
1157,일반,50827
1157,일반,10380
1157,청소년,15465
1157,청소년,1363
1157,청소년,1061
1157,어린이,2746
1157,어린이,314
1157,어린이,54
1158,일반,116598
1158,일반,31138
1158,일반,12356
1158,청소년,31273
1158,청소년,1347
1158,청소년,715
1158,어린이,355
1158,어린이,145
1158,어린이,873
1159,일반,678
1159,일반,9398
1159,일반,2276
1159,청소년,719
1159,청소년,507
1159,청소년,3292
1159,어린이,10968
1160,어린이,1779
1160,어린이,1325
1160,일반,153842
1160,일반,85478
1160,일반,86576
1160,청소년,58097
1160,청소년,12999
1160,청소년,11777
1160,어린이,8621
1161,어린이,4608
1161,어린이,2025
1161,일반,257482
1161,일반,92130
1161,일반,74659
1161,청소년,59106
1161,청소년,18593
1161,청소년,13040
1161,어린이,2
1162,어린이,2
1162,일반,909
1162,일반,602
1162,일반,12
1162,청소년,22
1162,청소년,13
1162,어린이,56
1162,어린이,59
1162,일반,4856
1163,일반,4674
1163,일반,33
1163,청소년,102
1163,청소년,304
1163,어린이,767
1163,어린이,220
1163,어린이,6
1163,일반,11598
1163,일반,6462
1164,일반,376
1164,청소년,4984
1164,청소년,562
1164,청소년,46
1164,어린이,1932
1164,어린이,176
1164,어린이,8
1164,일반,32964
1164,일반,19049
1165,일반,375
1165,청소년,8144
1165,청소년,799
1165,청소년,55
1165,어린이,4
1165,일반,122
1165,일반,312
1166,일반,1
1166,청소년,14
1166,청소년,13
1166,어린이,65
1166,어린이,8
1166,일반,3648
1166,일반,284
1166,일반,13
1166,청소년,33
1167,청소년,19
1167,청소년,2
1167,어린이,747
1167,어린이,119
1167,어린이,6
1167,일반,49315
1167,일반,2959
1167,일반,2214
1167,청소년,6437
1168,청소년,83
1168,청소년,100
1168,어린이,11
1168,어린이,116
1168,어린이,1
1168,일반,2255
1168,일반,4468
1168,일반,334
1168,청소년,98
1169,청소년,245
1169,청소년,15
1169,어린이,451
1169,어린이,5
1169,어린이,6
1169,일반,17518
1169,일반,663
1169,일반,343
1170,청소년,1683
1170,청소년,29
1170,청소년,42
1170,어린이,35
1170,어린이,20
1170,일반,1441
1170,일반,1721
1171,일반,12
1171,청소년,229
1171,청소년,105
1171,청소년,4
1171,일반,99
1171,어린이,8
1171,일반,26
1172,일반,1200
1172,일반,17
1172,청소년,52
1172,청소년,1
1172,어린이,5
1172,어린이,2
1172,어린이,1
1172,일반,8454
1174,일반,104
1174,일반,265
1174,청소년,223
1174,청소년,6
1174,청소년,15
1175,일반,2
1175,일반,3
1175,어린이,2
1175,일반,1252
1175,일반,113
1175,일반,2
1175,청소년,17
1175,청소년,2
1175,어린이,964
1176,어린이,456
1176,어린이,34
1176,일반,26593
1176,일반,36397
1176,일반,6577
1176,청소년,5895
1176,청소년,2703
1177,청소년,624
1177,어린이,1011
1177,어린이,90
1177,어린이,24
1177,일반,34091
1177,일반,6638
1177,일반,3359
1177,청소년,5541
1177,청소년,620
1178,청소년,289
1178,어린이,175
1178,어린이,23
1178,어린이,10
1178,일반,9818
1178,일반,3134
1178,일반,1494
1178,청소년,1013
1178,청소년,323
1179,청소년,166
1179,어린이,54
1179,어린이,26
1179,어린이,1
1179,일반,2793
1179,일반,2265
1179,일반,9
1179,청소년,371
1179,청소년,155
1180,청소년,2
1180,어린이,106
1180,어린이,3
1180,일반,5035
1180,일반,304
1180,일반,82
1180,청소년,638
1181,청소년,18
1181,청소년,4
1181,어린이,433
1181,어린이,83
1181,어린이,3
1181,일반,19658
1181,일반,3489
1181,일반,106
1181,청소년,2971
1183,청소년,389
1183,청소년,63
1183,어린이,48
1183,어린이,3
1183,어린이,3
1183,일반,18555
1183,일반,706
1183,일반,107
1183,청소년,1352
1677,청소년,31
1677,청소년,71
1677,어린이,1991
1678,어린이,87
1678,어린이,7
1678,일반,44759
1678,일반,3739
1678,일반,1260
1679,청소년,6510
1679,청소년,240
1679,청소년,62
1679,어린이,941
1679,어린이,262
1679,어린이,7
1679,일반,2606
1679,일반,10527
1680,일반,357
1680,청소년,608
1680,청소년,606
1680,청소년,37
1680,어린이,3949
1680,어린이,1221
1680,어린이,117
1680,일반,130090
1680,일반,52524
1681,일반,14679
1681,청소년,38829
1681,청소년,6498
1681,청소년,1657
1681,어린이,1459
1681,어린이,312
1681,어린이,36
1681,일반,96413
1681,일반,13173
1682,일반,5510
1682,청소년,14483
1682,청소년,1185
1682,청소년,505
1682,어린이,332
1682,어린이,117
1682,어린이,24
1682,일반,5014
1682,일반,6895
1683,일반,1520
1683,청소년,1740
1683,청소년,570
1683,청소년,90
1683,어린이,853
1683,어린이,67
1683,어린이,46
1683,일반,20146
1683,일반,5632
1684,일반,1752
1684,청소년,10628
1684,청소년,364
1684,청소년,120
1684,어린이,218
1684,어린이,37
1684,어린이,45
1684,일반,5332
1684,일반,2637
1685,일반,2348
1685,청소년,115
1685,청소년,160
1685,청소년,129
1685,어린이,126
1685,어린이,50
1685,어린이,3
1685,일반,7624
1685,일반,1190
1686,일반,976
1686,청소년,468
1686,청소년,79
1686,청소년,85
1686,어린이,422
1686,어린이,44
1686,어린이,1
1686,일반,88718
1686,일반,2774
1690,일반,1134
1690,청소년,12505
1690,청소년,174
1690,청소년,102
1690,어린이,217
1690,어린이,62
1690,어린이,36
1691,일반,10716
1691,일반,7360
1691,일반,592
1691,청소년,1294
1691,청소년,654
1691,청소년,86
1692,어린이,3991
1692,어린이,401
1692,어린이,189
1692,일반,141512
1692,일반,23597
1692,일반,25425
1692,청소년,23017
1693,청소년,2198
1693,청소년,2177
1693,어린이,10
1693,어린이,21
1693,일반,1795
1693,일반,1367
1693,일반,24
1693,청소년,194
1694,청소년,45
1694,청소년,2
1694,어린이,86
1694,어린이,17
1694,어린이,5
1694,일반,11196
1694,일반,846
1694,일반,214
1694,청소년,669
1695,청소년,30
1695,청소년,43
1695,어린이,824
1695,어린이,270
1695,어린이,19
1695,일반,106459
1695,일반,21731
1695,일반,7681
1695,청소년,7153
1696,청소년,2617
1696,청소년,620
1696,어린이,990
1696,어린이,123
